Structure,VALUE_TENURE,value_range,SAC,(K-5),(6-8),(9-12)
"5-49 Units (Own), 3 BR",    Below Median,290000,0.20127389,0.15541401,0.02038217,0.02547771
"5-49 Units (Own), 3 BR",    Above Median,290000,0.31595577,0.01895735,0.29699842,0.0
"5-49 Units (Rent), 0-1 BR",All Values,,0.05537431,0.03453826,0.00687285,0.0139632
"5-49 Units (Rent), 0-1 BR",    Below Median,121000,0.06724771,0.04460395,0.00837392,0.01426985
"5-49 Units (Rent), 0-1 BR",    Above Median,121000,0.0430622,0.02410066,0.00531632,0.01364522
"5-49 Units (Rent), 2 BR",All Values,,0.25871045,0.13445225,0.05129792,0.07296028
"5-49 Units (Rent), 2 BR",    Below Median,149000,0.34888481,0.17271316,0.08145116,0.0947205
"5-49 Units (Rent), 2 BR",    Above Median,149000,0.16264381,0.09369125,0.01917437,0.04977818
"5-49 Units (Rent), 3 BR",All Values,,0.87893427,0.38383838,0.19206558,0.3030303
"5-49 Units (Rent), 3 BR",    Below Median,157000,1.0506978,0.40045571,0.28681287,0.36342922
"5-49 Units (Rent), 3 BR",    Above Median,157000,0.69728916,0.36626506,0.09186747,0.23915663
"50+ Units (Own), 0-1 BR",All Values,,0.0,0.0,0.0,0.0
"50+ Units (Own), 0-1 BR",    Below Median,295000,0.0,0.0,0.0,0.0
"50+ Units (Own), 0-1 BR",    Above Median,295000,0.0,0.0,0.0,0.0
"50+ Units (Own), 2 BR",All Values,,0.09832905,0.03920308,0.01028278,0.04884319
"50+ Units (Own), 2 BR",    Below Median,330000,0.13107345,0.02711864,0.0180791,0.08587571
"50+ Units (Own), 2 BR",    Above Median,330000,0.05514158,0.05514158,0.0,0.0
"50+ Units (Own), 3 BR",All Values,,0.02238806,0.0,0.02238806,0.0
"50+ Units (Own), 3 BR",    Below Median,675000,0.0,0.0,0.0,0.0
"50+ Units (Own), 3 BR",    Above Median,675000,0.09090909,0.0,0.09090909,0.0
"50+ Units (Rent), 0-1 BR",All Values,,0.0123383,0.0092644,0.00115271,0.00192119
"50+ Units (Rent), 0-1 BR",    Below Median,150000,0.02092866,0.014828,0.00228775,0.00381291
"50+ Units (Rent), 0-1 BR",    Above Median,150000,0.00361415,0.00361415,0.0,0.0
"50+ Units (Rent), 2 BR",All Values,,0.23109421,0.13910013,0.03723067,0.05476341
"50+ Units (Rent), 2 BR",    Below Median,165000,0.33051113,0.19546357,0.05027699,0.08477057
"50+ Units (Rent), 2 BR",    Above Median,165000,0.12957626,0.08154552,0.02390863,0.0241221
"50+ Units (Rent), 3 BR",All Values,,0.73476703,0.30824373,0.16935484,0.25716846
"50+ Units (Rent), 3 BR",    Below Median,165000,0.95382032,0.3845508,0.26700252,0.302267
"50+ Units (Rent), 3 BR",    Above Median,165000,0.48414986,0.2209414,0.05763689,0.20557157
All Housing Types (Own) 0-1 BR,All Values,,0.25226372,0.08630447,0.08672892,0.07923033
All Housing Types (Own) 0-1 BR,    Below Median,155000,0.25058854,0.0609469,0.09207429,0.09756736
All Housing Types (Own) 0-1 BR,    Above Median,155000,0.25423729,0.11617874,0.08043143,0.05762712
All Housing Types (Own) 2 BR,All Values,,0.0783216,0.03250495,0.01608124,0.0297354
All Housing Types (Own) 2 BR,    Below Median,290000,0.10180518,0.03964951,0.01778807,0.0443676
All Housing Types (Own) 2 BR,    Above Median,290000,0.05406387,0.02512487,0.01431815,0.01462086
All Housing Types (Own) 3 BR,All Values,,0.36438077,0.16834844,0.08819087,0.10784146
All Housing Types (Own) 3 BR,    Below Median,280000,0.41851085,0.19656766,0.09832633,0.12361686
All Housing Types (Own) 3 BR,    Above Median,280000,0.30376242,0.13674674,0.07684054,0.09017514
All Housing Types (Own) 4-5 BR,All Values,,0.90228232,0.38831648,0.22780358,0.28616226
All Housing Types (Own) 4-5 BR,    Below Median,350000,0.92921603,0.40422843,0.23652546,0.28846213
All Housing Types (Own) 4-5 BR,    Above Median,350000,0.87459958,0.37196201,0.21883915,0.28379843
All Housing Types (Rent) 0-1 BR,All Values,,0.04786306,0.02921769,0.00609526,0.01255012
All Housing Types (Rent) 0-1 BR,    Below Median,131000,0.05881934,0.03725225,0.00787823,0.01368886
All Housing Types (Rent) 0-1 BR,    Above Median,131000,0.03671322,0.02104118,0.00428079,0.01139126
All Housing Types (Rent) 2 BR,All Values,,0.27082608,0.15291797,0.04735178,0.07055633
All Housing Types (Rent) 2 BR,    Below Median,149000,0.37014444,0.21272372,0.06146055,0.09596018
All Housing Types (Rent) 2 BR,    Above Median,149000,0.16989298,0.09213989,0.03301363,0.04473946
All Housing Types (Rent) 3 BR,All Values,,0.78326014,0.371169,0.18222321,0.22986793
All Housing Types (Rent) 3 BR,    Below Median,161000,0.83989385,0.4196626,0.21011563,0.21011563
All Housing Types (Rent) 3 BR,    Above Median,161000,0.72619919,0.32230958,0.15412038,0.24976923
All Housing Types (Rent) 4-5 BR,All Values,,1.2224432,0.51987185,0.33314,0.36943133
All Housing Types (Rent) 4-5 BR,    Below Median,184000,1.1075671,0.49516058,0.291685,0.32072151
All Housing Types (Rent) 4-5 BR,    Above Median,184000,1.3383454,0.54480386,0.37496532,0.41857626
